HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals,HomeFifaRank,HomeFifaPoints,HomeGoalsScoredLast4Y,HomeGoalsReceivedLast4Y,HomeWinsLast4Y,HomeLossesLast4Y,HomeDrawsLast4Y,HomeIsHost,HomeSquadMarketValueEur,HomeSquadAvgAge,HomeWorldCupTitlesBefore,AwayFifaRank,AwayFifaPoints,AwayGoalsScoredLast4Y,AwayGoalsReceivedLast4Y,AwayWinsLast4Y,AwayLossesLast4Y,AwayDrawsLast4Y,AwayIsHost,AwaySquadMarketValueEur,AwaySquadAvgAge,AwayWorldCupTitlesBefore,SameContinent,DiffFifaRank,DiffFifaPoints,DiffGoalsScoredLast4Y,DiffGoalsReceivedLast4Y,DiffWinsLast4Y,DiffLossesLast4Y,DiffDrawsLast4Y,DiffSquadMarketValueEur,DiffSquadAvgAge,DiffWorldCupTitlesBefore,DiffIsHost
Japan,Russia,2002,1,0,1,32.0,634.0,86.0,49.0,24.0,13.0,15.0,1.0,,25.8,0.0,28.0,644.0,59.0,40.0,18.0,10.0,10.0,0.0,,27.8,0.0,0.0,4.0,-10.0,27.0,9.0,6.0,3.0,5.0,,-2.0,0.0,1.0
Tunisia,Belgium,2002,1,1,2,31.0,635.0,85.0,44.0,23.0,11.0,16.0,0.0,,27.48,0.0,23.0,653.0,66.0,43.0,17.0,11.0,12.0,0.0,,29.45,0.0,0.0,8.0,-18.0,19.0,1.0,6.0,0.0,4.0,,-1.9699999999999989,0.0,0.0
Tunisia,Japan,2002,0,2,2,31.0,635.0,85.0,44.0,23.0,11.0,16.0,0.0,,27.48,0.0,32.0,634.0,86.0,49.0,24.0,13.0,15.0,1.0,,25.8,0.0,0.0,-1.0,1.0,-1.0,-5.0,-1.0,-2.0,1.0,,1.6799999999999997,0.0,-1.0
Belgium,Russia,2002,3,2,5,23.0,653.0,66.0,43.0,17.0,11.0,12.0,0.0,,29.45,0.0,28.0,644.0,59.0,40.0,18.0,10.0,10.0,0.0,,27.8,0.0,1.0,-5.0,9.0,7.0,3.0,-1.0,1.0,2.0,,1.6499999999999986,0.0,0.0
Germany,Sweden,2006,2,0,2,19.0,696.0,107.0,66.0,26.0,12.0,14.0,1.0,776500000.0,27.7,3.0,16.0,709.0,103.0,52.0,22.0,12.0,18.0,0.0,363780000.0,26.3,0.0,1.0,3.0,-13.0,4.0,14.0,4.0,0.0,-4.0,412720000.0,1.3999999999999986,3.0,1.0
Argentina,Mexico,2006,2,1,3,9.0,746.0,97.0,55.0,31.0,10.0,10.0,0.0,777200000.0,27.8,2.0,4.0,758.0,126.0,54.0,37.0,15.0,15.0,0.0,165800000.0,27.8,0.0,0.0,5.0,-12.0,-29.0,1.0,-6.0,-5.0,-5.0,611400000.0,0.0,2.0,0.0
England,Ecuador,2006,1,0,1,10.0,741.0,83.0,42.0,27.0,7.0,8.0,0.0,1620000000.0,27.2,1.0,39.0,631.0,59.0,73.0,17.0,22.0,12.0,0.0,387830000.0,25.7,0.0,0.0,-29.0,110.0,24.0,-31.0,10.0,-15.0,-4.0,1232170000.0,1.5,1.0,0.0
Portugal,Netherlands,2006,1,0,1,7.0,750.0,104.0,35.0,29.0,6.0,12.0,0.0,864500000.0,27.0,0.0,3.0,768.0,88.0,30.0,28.0,7.0,12.0,0.0,766000000.0,27.0,0.0,1.0,4.0,-18.0,16.0,5.0,1.0,-1.0,0.0,98500000.0,0.0,0.0,0.0
Italy,Australia,2006,1,0,1,13.0,728.0,71.0,33.0,25.0,5.0,15.0,0.0,838500000.0,26.5,3.0,42.0,612.0,101.0,34.0,23.0,8.0,5.0,0.0,48030000.0,27.1,0.0,0.0,-29.0,116.0,-30.0,-1.0,2.0,-3.0,10.0,790470000.0,-0.6000000000000014,3.0,0.0
Switzerland,Ukraine,2006,0,0,0,35.0,648.0,64.0,46.0,17.0,9.0,13.0,0.0,322100000.0,27.9,0.0,45.0,609.0,46.0,30.0,15.0,9.0,16.0,0.0,266700000.0,26.6,0.0,1.0,-10.0,39.0,18.0,16.0,2.0,0.0,-3.0,55400000.0,1.2999999999999972,0.0,0.0
Brazil,Ghana,2006,3,0,3,1.0,827.0,117.0,47.0,30.0,9.0,17.0,0.0,858500000.0,27.1,5.0,48.0,600.0,58.0,39.0,15.0,13.0,12.0,0.0,191280000.0,26.6,0.0,0.0,-47.0,227.0,59.0,8.0,15.0,-4.0,5.0,667220000.0,0.5,5.0,0.0
Spain,France,2006,1,3,4,5.0,756.0,88.0,23.0,29.0,2.0,14.0,0.0,1310000000.0,26.6,0.0,8.0,749.0,100.0,23.0,33.0,3.0,13.0,0.0,1350000000.0,26.8,1.0,1.0,-3.0,7.0,-12.0,0.0,-4.0,-1.0,1.0,-40000000.0,-0.1999999999999993,-1.0,0.0
Germany,Argentina,2006,1,1,2,19.0,696.0,107.0,66.0,26.0,12.0,14.0,1.0,776500000.0,27.7,3.0,9.0,746.0,97.0,55.0,31.0,10.0,10.0,0.0,777200000.0,27.8,2.0,0.0,10.0,-50.0,10.0,11.0,-5.0,2.0,4.0,-700000.0,-0.10000000000000142,1.0,1.0
Italy,Ukraine,2006,3,0,3,13.0,728.0,71.0,33.0,25.0,5.0,15.0,0.0,838500000.0,26.5,3.0,45.0,609.0,46.0,30.0,15.0,9.0,16.0,0.0,266700000.0,26.6,0.0,1.0,-32.0,119.0,25.0,3.0,10.0,-4.0,-1.0,571800000.0,-0.10000000000000142,3.0,0.0
England,Portugal,2006,0,0,0,10.0,741.0,83.0,42.0,27.0,7.0,8.0,0.0,1620000000.0,27.2,1.0,7.0,750.0,104.0,35.0,29.0,6.0,12.0,0.0,864500000.0,27.0,0.0,1.0,3.0,-9.0,-21.0,7.0,-2.0,1.0,-4.0,755500000.0,0.1999999999999993,1.0,0.0
Brazil,France,2006,0,1,1,1.0,827.0,117.0,47.0,30.0,9.0,17.0,0.0,858500000.0,27.1,5.0,8.0,749.0,100.0,23.0,33.0,3.0,13.0,0.0,1350000000.0,26.8,1.0,0.0,-7.0,78.0,17.0,24.0,-3.0,6.0,4.0,-491500000.0,0.3000000000000007,4.0,0.0
Germany,Italy,2006,0,2,2,19.0,696.0,107.0,66.0,26.0,12.0,14.0,1.0,776500000.0,27.7,3.0,13.0,728.0,71.0,33.0,25.0,5.0,15.0,0.0,838500000.0,26.5,3.0,1.0,6.0,-32.0,36.0,33.0,1.0,7.0,-1.0,-62000000.0,1.1999999999999993,0.0,1.0
Portugal,France,2006,0,1,1,7.0,750.0,104.0,35.0,29.0,6.0,12.0,0.0,864500000.0,27.0,0.0,8.0,749.0,100.0,23.0,33.0,3.0,13.0,0.0,1350000000.0,26.8,1.0,1.0,-1.0,1.0,4.0,12.0,-4.0,3.0,-1.0,-485500000.0,0.1999999999999993,-1.0,0.0
Germany,Portugal,2006,3,1,4,19.0,696.0,107.0,66.0,26.0,12.0,14.0,1.0,776500000.0,27.7,3.0,7.0,750.0,104.0,35.0,29.0,6.0,12.0,0.0,864500000.0,27.0,0.0,1.0,12.0,-54.0,3.0,31.0,-3.0,6.0,2.0,-88000000.0,0.6999999999999993,3.0,1.0
Italy,France,2006,1,1,2,13.0,728.0,71.0,33.0,25.0,5.0,15.0,0.0,838500000.0,26.5,3.0,8.0,749.0,100.0,23.0,33.0,3.0,13.0,0.0,1350000000.0,26.8,1.0,1.0,5.0,-21.0,-29.0,10.0,-8.0,2.0,2.0,-511500000.0,-0.3000000000000007,2.0,0.0
Germany,Costa Rica,2006,4,2,6,19.0,696.0,107.0,66.0,26.0,12.0,14.0,1.0,776500000.0,27.7,3.0,26.0,683.0,89.0,84.0,26.0,25.0,11.0,0.0,18400000.0,24.7,0.0,0.0,-7.0,13.0,18.0,-18.0,0.0,-13.0,3.0,758100000.0,3.0,3.0,1.0
Poland,Ecuador,2006,0,2,2,29.0,677.0,102.0,54.0,32.0,14.0,7.0,0.0,214500000.0,27.6,0.0,39.0,631.0,59.0,73.0,17.0,22.0,12.0,0.0,387830000.0,25.7,0.0,0.0,-10.0,46.0,43.0,-19.0,15.0,-8.0,-5.0,-173330000.0,1.9000000000000021,0.0,0.0
Germany,Poland,2006,1,0,1,19.0,696.0,107.0,66.0,26.0,12.0,14.0,1.0,776500000.0,27.7,3.0,29.0,677.0,102.0,54.0,32.0,14.0,7.0,0.0,214500000.0,27.6,0.0,1.0,-10.0,19.0,5.0,12.0,-6.0,-2.0,7.0,562000000.0,0.09999999999999787,3.0,1.0
Ecuador,Costa Rica,2006,3,0,3,39.0,631.0,59.0,73.0,17.0,22.0,12.0,0.0,387830000.0,25.7,0.0,26.0,683.0,89.0,84.0,26.0,25.0,11.0,0.0,18400000.0,24.7,0.0,0.0,13.0,-52.0,-30.0,-11.0,-9.0,-3.0,1.0,369430000.0,1.0,0.0,0.0
Ecuador,Germany,2006,0,3,3,39.0,631.0,59.0,73.0,17.0,22.0,12.0,0.0,387830000.0,25.7,0.0,19.0,696.0,107.0,66.0,26.0,12.0,14.0,1.0,776500000.0,27.7,3.0,0.0,20.0,-65.0,-48.0,7.0,-9.0,10.0,-2.0,-388670000.0,-2.0,-3.0,-1.0
Costa Rica,Poland,2006,1,2,3,26.0,683.0,89.0,84.0,26.0,25.0,11.0,0.0,18400000.0,24.7,0.0,29.0,677.0,102.0,54.0,32.0,14.0,7.0,0.0,214500000.0,27.6,0.0,0.0,-3.0,6.0,-13.0,30.0,-6.0,11.0,4.0,-196100000.0,-2.900000000000002,0.0,0.0
England,Paraguay,2006,1,0,1,10.0,741.0,83.0,42.0,27.0,7.0,8.0,0.0,1620000000.0,27.2,1.0,33.0,653.0,53.0,49.0,18.0,12.0,17.0,0.0,141850000.0,29.1,0.0,0.0,-23.0,88.0,30.0,-7.0,9.0,-5.0,-9.0,1478150000.0,-1.9000000000000021,1.0,0.0
Trinidad and Tobago,Sweden,2006,0,0,0,47.0,604.0,99.0,95.0,32.0,30.0,11.0,0.0,10100000.0,24.6,0.0,16.0,709.0,103.0,52.0,22.0,12.0,18.0,0.0,363780000.0,26.3,0.0,0.0,31.0,-105.0,-4.0,43.0,10.0,18.0,-7.0,-353680000.0,-1.6999999999999993,0.0,0.0
England,Trinidad and Tobago,2006,2,0,2,10.0,741.0,83.0,42.0,27.0,7.0,8.0,0.0,1620000000.0,27.2,1.0,47.0,604.0,99.0,95.0,32.0,30.0,11.0,0.0,10100000.0,24.6,0.0,0.0,-37.0,137.0,-16.0,-53.0,-5.0,-23.0,-3.0,1609900000.0,2.599999999999998,1.0,0.0
Sweden,Paraguay,2006,1,0,1,16.0,709.0,103.0,52.0,22.0,12.0,18.0,0.0,363780000.0,26.3,0.0,33.0,653.0,53.0,49.0,18.0,12.0,17.0,0.0,141850000.0,29.1,0.0,0.0,-17.0,56.0,50.0,3.0,4.0,0.0,1.0,221930000.0,-2.8000000000000007,0.0,0.0
Sweden,England,2006,2,2,4,16.0,709.0,103.0,52.0,22.0,12.0,18.0,0.0,363780000.0,26.3,0.0,10.0,741.0,83.0,42.0,27.0,7.0,8.0,0.0,1620000000.0,27.2,1.0,1.0,6.0,-32.0,20.0,10.0,-5.0,5.0,10.0,-1256220000.0,-0.8999999999999986,-1.0,0.0
Paraguay,Trinidad and Tobago,2006,2,0,2,33.0,653.0,53.0,49.0,18.0,12.0,17.0,0.0,141850000.0,29.1,0.0,47.0,604.0,99.0,95.0,32.0,30.0,11.0,0.0,10100000.0,24.6,0.0,0.0,-14.0,49.0,-46.0,-46.0,-14.0,-18.0,6.0,131750000.0,4.5,0.0,0.0
Argentina,Ivory Coast,2006,2,1,3,9.0,746.0,97.0,55.0,31.0,10.0,10.0,0.0,777200000.0,27.8,2.0,32.0,669.0,67.0,34.0,21.0,8.0,8.0,0.0,410900000.0,25.8,0.0,0.0,-23.0,77.0,30.0,21.0,10.0,2.0,2.0,366300000.0,2.0,2.0,0.0
Serbia and Montenegro,Netherlands,2006,0,1,1,44.0,610.0,46.0,42.0,13.0,13.0,12.0,0.0,294500000.0,26.9,0.0,3.0,768.0,88.0,30.0,28.0,7.0,12.0,0.0,766000000.0,27.0,0.0,1.0,41.0,-158.0,-42.0,12.0,-15.0,6.0,0.0,-471500000.0,-0.10000000000000142,0.0,0.0
Argentina,Serbia and Montenegro,2006,6,0,6,9.0,746.0,97.0,55.0,31.0,10.0,10.0,0.0,777200000.0,27.8,2.0,44.0,610.0,46.0,42.0,13.0,13.0,12.0,0.0,294500000.0,26.9,0.0,0.0,-35.0,136.0,51.0,13.0,18.0,-3.0,-2.0,482700000.0,0.9000000000000021,2.0,0.0
Netherlands,Ivory Coast,2006,2,1,3,3.0,768.0,88.0,30.0,28.0,7.0,12.0,0.0,766000000.0,27.0,0.0,32.0,669.0,67.0,34.0,21.0,8.0,8.0,0.0,410900000.0,25.8,0.0,0.0,-29.0,99.0,21.0,-4.0,7.0,-1.0,4.0,355100000.0,1.1999999999999993,0.0,0.0
Netherlands,Argentina,2006,0,0,0,3.0,768.0,88.0,30.0,28.0,7.0,12.0,0.0,766000000.0,27.0,0.0,9.0,746.0,97.0,55.0,31.0,10.0,10.0,0.0,777200000.0,27.8,2.0,0.0,-6.0,22.0,-9.0,-25.0,-3.0,-3.0,2.0,-11200000.0,-0.8000000000000007,-2.0,0.0
Ivory Coast,Serbia and Montenegro,2006,3,2,5,32.0,669.0,67.0,34.0,21.0,8.0,8.0,0.0,410900000.0,25.8,0.0,44.0,610.0,46.0,42.0,13.0,13.0,12.0,0.0,294500000.0,26.9,0.0,0.0,-12.0,59.0,21.0,-8.0,8.0,-5.0,-4.0,116400000.0,-1.0999999999999979,0.0,0.0
Mexico,Iran,2006,3,1,4,4.0,758.0,126.0,54.0,37.0,15.0,15.0,0.0,165800000.0,27.8,0.0,23.0,686.0,113.0,44.0,32.0,8.0,10.0,0.0,38880000.0,29.2,0.0,0.0,-19.0,72.0,13.0,10.0,5.0,7.0,5.0,126920000.0,-1.3999999999999986,0.0,0.0
Angola,Portugal,2006,0,1,1,57.0,581.0,61.0,49.0,19.0,13.0,14.0,0.0,52700000.0,29.2,0.0,7.0,750.0,104.0,35.0,29.0,6.0,12.0,0.0,864500000.0,27.0,0.0,0.0,50.0,-169.0,-43.0,14.0,-10.0,7.0,2.0,-811800000.0,2.1999999999999993,0.0,0.0
Mexico,Angola,2006,0,0,0,4.0,758.0,126.0,54.0,37.0,15.0,15.0,0.0,165800000.0,27.8,0.0,57.0,581.0,61.0,49.0,19.0,13.0,14.0,0.0,52700000.0,29.2,0.0,0.0,-53.0,177.0,65.0,5.0,18.0,2.0,1.0,113100000.0,-1.3999999999999986,0.0,0.0
Portugal,Iran,2006,2,0,2,7.0,750.0,104.0,35.0,29.0,6.0,12.0,0.0,864500000.0,27.0,0.0,23.0,686.0,113.0,44.0,32.0,8.0,10.0,0.0,38880000.0,29.2,0.0,0.0,-16.0,64.0,-9.0,-9.0,-3.0,-2.0,2.0,825620000.0,-2.1999999999999993,0.0,0.0
Portugal,Mexico,2006,2,1,3,7.0,750.0,104.0,35.0,29.0,6.0,12.0,0.0,864500000.0,27.0,0.0,4.0,758.0,126.0,54.0,37.0,15.0,15.0,0.0,165800000.0,27.8,0.0,0.0,3.0,-8.0,-22.0,-19.0,-8.0,-9.0,-3.0,698700000.0,-0.8000000000000007,0.0,0.0
Iran,Angola,2006,1,1,2,23.0,686.0,113.0,44.0,32.0,8.0,10.0,0.0,38880000.0,29.2,0.0,57.0,581.0,61.0,49.0,19.0,13.0,14.0,0.0,52700000.0,29.2,0.0,0.0,-34.0,105.0,52.0,-5.0,13.0,-5.0,-4.0,-13820000.0,0.0,0.0,0.0
United States,Czech Republic,2006,0,3,3,5.0,756.0,108.0,38.0,38.0,10.0,13.0,0.0,350700000.0,26.3,0.0,2.0,772.0,113.0,37.0,33.0,7.0,5.0,0.0,172800000.0,28.0,0.0,0.0,3.0,-16.0,-5.0,1.0,5.0,3.0,8.0,177900000.0,-1.6999999999999993,0.0,0.0
Italy,Ghana,2006,2,0,2,13.0,728.0,71.0,33.0,25.0,5.0,15.0,0.0,838500000.0,26.5,3.0,48.0,600.0,58.0,39.0,15.0,13.0,12.0,0.0,191280000.0,26.6,0.0,0.0,-35.0,128.0,13.0,-6.0,10.0,-8.0,3.0,647220000.0,-0.10000000000000142,3.0,0.0
Czech Republic,Ghana,2006,0,2,2,2.0,772.0,113.0,37.0,33.0,7.0,5.0,0.0,172800000.0,28.0,0.0,48.0,600.0,58.0,39.0,15.0,13.0,12.0,0.0,191280000.0,26.6,0.0,0.0,-46.0,172.0,55.0,-2.0,18.0,-6.0,-7.0,-18480000.0,1.3999999999999986,0.0,0.0
Italy,United States,2006,1,1,2,13.0,728.0,71.0,33.0,25.0,5.0,15.0,0.0,838500000.0,26.5,3.0,5.0,756.0,108.0,38.0,38.0,10.0,13.0,0.0,350700000.0,26.3,0.0,0.0,8.0,-28.0,-37.0,-5.0,-13.0,-5.0,2.0,487800000.0,0.1999999999999993,3.0,0.0
Czech Republic,Italy,2006,0,2,2,2.0,772.0,113.0,37.0,33.0,7.0,5.0,0.0,172800000.0,28.0,0.0,13.0,728.0,71.0,33.0,25.0,5.0,15.0,0.0,838500000.0,26.5,3.0,1.0,-11.0,44.0,42.0,4.0,8.0,2.0,-10.0,-665700000.0,1.5,-3.0,0.0
Ghana,United States,2006,2,1,3,48.0,600.0,58.0,39.0,15.0,13.0,12.0,0.0,191280000.0,26.6,0.0,5.0,756.0,108.0,38.0,38.0,10.0,13.0,0.0,350700000.0,26.3,0.0,0.0,43.0,-156.0,-50.0,1.0,-23.0,3.0,-1.0,-159420000.0,0.3000000000000007,0.0,0.0
Australia,Japan,2006,3,1,4,42.0,612.0,101.0,34.0,23.0,8.0,5.0,0.0,48030000.0,27.1,0.0,18.0,705.0,111.0,63.0,36.0,17.0,15.0,0.0,262200000.0,26.3,0.0,0.0,24.0,-93.0,-10.0,-29.0,-13.0,-9.0,-10.0,-214170000.0,0.8000000000000007,0.0,0.0
Brazil,Croatia,2006,1,0,1,1.0,827.0,117.0,47.0,30.0,9.0,17.0,0.0,858500000.0,27.1,5.0,23.0,686.0,72.0,45.0,22.0,10.0,14.0,0.0,282300000.0,28.2,0.0,0.0,-22.0,141.0,45.0,2.0,8.0,-1.0,3.0,576200000.0,-1.0999999999999979,5.0,0.0
Japan,Croatia,2006,0,0,0,18.0,705.0,111.0,63.0,36.0,17.0,15.0,0.0,262200000.0,26.3,0.0,23.0,686.0,72.0,45.0,22.0,10.0,14.0,0.0,282300000.0,28.2,0.0,0.0,-5.0,19.0,39.0,18.0,14.0,7.0,1.0,-20100000.0,-1.8999999999999986,0.0,0.0
Brazil,Australia,2006,2,0,2,1.0,827.0,117.0,47.0,30.0,9.0,17.0,0.0,858500000.0,27.1,5.0,42.0,612.0,101.0,34.0,23.0,8.0,5.0,0.0,48030000.0,27.1,0.0,0.0,-41.0,215.0,16.0,13.0,7.0,1.0,12.0,810470000.0,0.0,5.0,0.0
Japan,Brazil,2006,1,4,5,18.0,705.0,111.0,63.0,36.0,17.0,15.0,0.0,262200000.0,26.3,0.0,1.0,827.0,117.0,47.0,30.0,9.0,17.0,0.0,858500000.0,27.1,5.0,0.0,17.0,-122.0,-6.0,16.0,6.0,8.0,-2.0,-596300000.0,-0.8000000000000007,-5.0,0.0
Croatia,Australia,2006,2,2,4,23.0,686.0,72.0,45.0,22.0,10.0,14.0,0.0,282300000.0,28.2,0.0,42.0,612.0,101.0,34.0,23.0,8.0,5.0,0.0,48030000.0,27.1,0.0,0.0,-19.0,74.0,-29.0,11.0,-1.0,2.0,9.0,234270000.0,1.0999999999999979,0.0,0.0
South Korea,Togo,2006,2,1,3,29.0,677.0,103.0,45.0,30.0,17.0,17.0,0.0,139750000.0,27.9,0.0,61.0,569.0,44.0,37.0,17.0,12.0,5.0,0.0,29750000.0,25.4,0.0,0.0,-32.0,108.0,59.0,8.0,13.0,5.0,12.0,110000000.0,2.5,0.0,0.0
France,Switzerland,2006,0,0,0,8.0,749.0,100.0,23.0,33.0,3.0,13.0,0.0,1350000000.0,26.8,1.0,35.0,648.0,64.0,46.0,17.0,9.0,13.0,0.0,322100000.0,27.9,0.0,1.0,-27.0,101.0,36.0,-23.0,16.0,-6.0,0.0,1027900000.0,-1.0999999999999979,1.0,0.0
France,South Korea,2006,1,1,2,8.0,749.0,100.0,23.0,33.0,3.0,13.0,0.0,1350000000.0,26.8,1.0,29.0,677.0,103.0,45.0,30.0,17.0,17.0,0.0,139750000.0,27.9,0.0,0.0,-21.0,72.0,-3.0,-22.0,3.0,-14.0,-4.0,1210250000.0,-1.0999999999999979,1.0,0.0
Togo,Switzerland,2006,0,2,2,61.0,569.0,44.0,37.0,17.0,12.0,5.0,0.0,29750000.0,25.4,0.0,35.0,648.0,64.0,46.0,17.0,9.0,13.0,0.0,322100000.0,27.9,0.0,0.0,26.0,-79.0,-20.0,-9.0,0.0,3.0,-8.0,-292350000.0,-2.5,0.0,0.0
Togo,France,2006,0,2,2,61.0,569.0,44.0,37.0,17.0,12.0,5.0,0.0,29750000.0,25.4,0.0,8.0,749.0,100.0,23.0,33.0,3.0,13.0,0.0,1350000000.0,26.8,1.0,0.0,53.0,-180.0,-56.0,14.0,-16.0,9.0,-8.0,-1320250000.0,-1.4000000000000021,-1.0,0.0
Switzerland,South Korea,2006,2,0,2,35.0,648.0,64.0,46.0,17.0,9.0,13.0,0.0,322100000.0,27.9,0.0,29.0,677.0,103.0,45.0,30.0,17.0,17.0,0.0,139750000.0,27.9,0.0,0.0,6.0,-29.0,-39.0,1.0,-13.0,-8.0,-4.0,182350000.0,0.0,0.0,0.0
Spain,Ukraine,2006,4,0,4,5.0,756.0,88.0,23.0,29.0,2.0,14.0,0.0,1310000000.0,26.6,0.0,45.0,609.0,46.0,30.0,15.0,9.0,16.0,0.0,266700000.0,26.6,0.0,1.0,-40.0,147.0,42.0,-7.0,14.0,-7.0,-2.0,1043300000.0,0.0,0.0,0.0
Tunisia,Saudi Arabia,2006,2,2,4,21.0,693.0,76.0,44.0,26.0,9.0,14.0,0.0,50600000.0,25.6,0.0,34.0,651.0,109.0,59.0,31.0,16.0,18.0,0.0,30350000.0,27.2,0.0,0.0,-13.0,42.0,-33.0,-15.0,-5.0,-7.0,-4.0,20250000.0,-1.5999999999999979,0.0,0.0
Saudi Arabia,Ukraine,2006,0,4,4,34.0,651.0,109.0,59.0,31.0,16.0,18.0,0.0,30350000.0,27.2,0.0,45.0,609.0,46.0,30.0,15.0,9.0,16.0,0.0,266700000.0,26.6,0.0,0.0,-11.0,42.0,63.0,29.0,16.0,7.0,2.0,-236350000.0,0.5999999999999979,0.0,0.0
Spain,Tunisia,2006,3,1,4,5.0,756.0,88.0,23.0,29.0,2.0,14.0,0.0,1310000000.0,26.6,0.0,21.0,693.0,76.0,44.0,26.0,9.0,14.0,0.0,50600000.0,25.6,0.0,0.0,-16.0,63.0,12.0,-21.0,3.0,-7.0,0.0,1259400000.0,1.0,0.0,0.0
Saudi Arabia,Spain,2006,0,1,1,34.0,651.0,109.0,59.0,31.0,16.0,18.0,0.0,30350000.0,27.2,0.0,5.0,756.0,88.0,23.0,29.0,2.0,14.0,0.0,1310000000.0,26.6,0.0,0.0,29.0,-105.0,21.0,36.0,2.0,14.0,4.0,-1279650000.0,0.5999999999999979,0.0,0.0
Ukraine,Tunisia,2006,1,0,1,45.0,609.0,46.0,30.0,15.0,9.0,16.0,0.0,266700000.0,26.6,0.0,21.0,693.0,76.0,44.0,26.0,9.0,14.0,0.0,50600000.0,25.6,0.0,0.0,24.0,-84.0,-30.0,-14.0,-11.0,0.0,2.0,216100000.0,1.0,0.0,0.0
Uruguay,South Korea,2010,2,1,3,16.0,899.0,71.0,47.0,19.0,11.0,13.0,0.0,419200000.0,26.6,2.0,47.0,632.0,81.0,43.0,26.0,11.0,18.0,0.0,118800000.0,27.6,0.0,0.0,-31.0,267.0,-10.0,4.0,-7.0,0.0,-5.0,300400000.0,-1.0,2.0,0.0
United States,Ghana,2010,1,2,3,14.0,957.0,112.0,74.0,36.0,19.0,6.0,0.0,169700000.0,26.0,0.0,32.0,800.0,73.0,52.0,26.0,15.0,9.0,0.0,164930000.0,25.1,0.0,0.0,-18.0,157.0,39.0,22.0,10.0,4.0,-3.0,4770000.0,0.8999999999999986,0.0,0.0
Germany,England,2010,4,1,5,6.0,1082.0,119.0,36.0,34.0,7.0,8.0,0.0,828000000.0,26.7,3.0,8.0,1068.0,93.0,32.0,27.0,9.0,6.0,0.0,1300000000.0,26.8,1.0,1.0,-2.0,14.0,26.0,4.0,7.0,-2.0,2.0,-472000000.0,-0.10000000000000142,2.0,0.0
Argentina,Mexico,2010,3,1,4,7.0,1076.0,84.0,50.0,29.0,12.0,8.0,0.0,575000000.0,27.9,2.0,17.0,895.0,133.0,67.0,42.0,19.0,10.0,0.0,142100000.0,25.7,0.0,0.0,-10.0,181.0,-49.0,-17.0,-13.0,-7.0,-2.0,432900000.0,2.1999999999999993,2.0,0.0
Netherlands,Slovakia,2010,2,1,3,4.0,1231.0,95.0,31.0,33.0,5.0,10.0,0.0,808000000.0,26.7,0.0,34.0,777.0,82.0,64.0,18.0,19.0,6.0,0.0,130050000.0,28.6,0.0,1.0,-30.0,454.0,13.0,-33.0,15.0,-14.0,4.0,677950000.0,-1.9000000000000021,0.0,0.0
Brazil,Chile,2010,3,0,3,1.0,1611.0,114.0,37.0,38.0,5.0,11.0,0.0,932000000.0,27.8,5.0,18.0,888.0,79.0,65.0,31.0,17.0,11.0,0.0,80300000.0,25.3,0.0,1.0,-17.0,723.0,35.0,-28.0,7.0,-12.0,0.0,851700000.0,2.5,5.0,0.0
Paraguay,Japan,2010,0,0,0,31.0,820.0,52.0,54.0,17.0,18.0,14.0,0.0,123950000.0,28.4,0.0,45.0,682.0,117.0,53.0,36.0,13.0,17.0,0.0,223500000.0,26.5,0.0,0.0,-14.0,138.0,-65.0,1.0,-19.0,5.0,-3.0,-99550000.0,1.8999999999999986,0.0,0.0
Spain,Portugal,2010,1,0,1,2.0,1565.0,121.0,31.0,46.0,4.0,4.0,0.0,1150000000.0,27.2,0.0,3.0,1249.0,80.0,38.0,25.0,8.0,13.0,0.0,841000000.0,27.1,0.0,1.0,-1.0,316.0,41.0,-7.0,21.0,-4.0,-9.0,309000000.0,0.09999999999999787,0.0,0.0
Netherlands,Brazil,2010,2,1,3,4.0,1231.0,95.0,31.0,33.0,5.0,10.0,0.0,808000000.0,26.7,0.0,1.0,1611.0,114.0,37.0,38.0,5.0,11.0,0.0,932000000.0,27.8,5.0,0.0,3.0,-380.0,-19.0,-6.0,-5.0,0.0,-1.0,-124000000.0,-1.1000000000000014,-5.0,0.0
Uruguay,Ghana,2010,1,1,2,16.0,899.0,71.0,47.0,19.0,11.0,13.0,0.0,419200000.0,26.6,2.0,32.0,800.0,73.0,52.0,26.0,15.0,9.0,0.0,164930000.0,25.1,0.0,0.0,-16.0,99.0,-2.0,-5.0,-7.0,-4.0,4.0,254270000.0,1.5,2.0,0.0
Argentina,Germany,2010,0,4,4,7.0,1076.0,84.0,50.0,29.0,12.0,8.0,0.0,575000000.0,27.9,2.0,6.0,1082.0,119.0,36.0,34.0,7.0,8.0,0.0,828000000.0,26.7,3.0,0.0,1.0,-6.0,-35.0,14.0,-5.0,5.0,0.0,-253000000.0,1.1999999999999993,-1.0,0.0
Paraguay,Spain,2010,0,1,1,31.0,820.0,52.0,54.0,17.0,18.0,14.0,0.0,123950000.0,28.4,0.0,2.0,1565.0,121.0,31.0,46.0,4.0,4.0,0.0,1150000000.0,27.2,0.0,0.0,29.0,-745.0,-69.0,23.0,-29.0,14.0,10.0,-1026050000.0,1.1999999999999993,0.0,0.0
